customer_id,customer_name,phone,age,age_group,gender
C01788,张强,13851831712,31,31-45岁,男
C01789,刘军,13846448773,6,0-12岁,女
C01790,马娜,13831084614,85,60岁以上,男
C01791,周敏,13853324900,9,0-12岁,男
C01792,马秀英,13889397963,41,31-45岁,女
C01793,王艳,13828451382,47,46-60岁,男
C01794,杨强,13880694810,35,31-45岁,男
C01795,赵敏,13831628714,68,60岁以上,女
C01796,陈明,13854319148,30,19-30岁,男
C01797,吴勇,13834964499,41,31-45岁,女
C01798,周杰,13890807823,47,46-60岁,男
C01799,周杰,13820258785,83,60岁以上,女
C01800,周敏,13865463685,30,19-30岁,女
C01801,杨艳,13822985102,5,0-12岁,男
C01802,朱涛,13877095711,47,46-60岁,女
C01803,周丽,13832898370,39,31-45岁,男
C01804,朱洋,13886902440,55,46-60岁,男
C01805,胡平,13836669655,27,19-30岁,男
C01806,周娜,13886413181,38,31-45岁,女
C01807,徐静,13868995118,51,46-60岁,男
C01808,杨敏,13882266890,8,0-12岁,女
C01809,刘洋,13870831556,41,31-45岁,男
C01810,李丽,13835809146,13,13-18岁,女
C01811,杨静,13816711777,5,0-12岁,女
C01812,吴杰,13840222860,42,31-45岁,男
C01813,黄平,13877632986,17,13-18岁,男
C01814,王霞,13873272046,42,31-45岁,男
C01815,黄娟,13856088234,10,0-12岁,男
C01816,王明,13816005284,31,31-45岁,女
C01817,徐秀英,13871292754,30,19-30岁,女
C01818,孙丽,13854828400,62,60岁以上,男
C01819,吴丽,13862418394,20,19-30岁,女
C01820,赵洋,13835882782,40,31-45岁,女
C01821,王丽,13842184757,9,0-12岁,男
C01822,杨涛,13870008034,26,19-30岁,男
C01823,周芳,13851502446,9,0-12岁,男
C01824,朱艳,13874686790,7,0-12岁,女
C01825,张明,13878609663,5,0-12岁,男
C01826,王强,13825025684,40,31-45岁,男
C01827,朱杰,13844835562,18,13-18岁,女
C01828,吴超,13840419160,28,19-30岁,女
C01829,徐明,13891232631,18,13-18岁,男
C01830,黄明,13817747107,44,31-45岁,女
C01831,黄涛,13840126024,38,31-45岁,男
C01832,赵丽,13889735729,5,0-12岁,女
C01833,李霞,13821849480,5,0-12岁,男
C01834,张磊,13815271916,19,19-30岁,女
C01835,陈芳,13882095928,5,0-12岁,女
C01836,陈磊,13836905091,32,31-45岁,男
C01837,吴洋,13824951892,85,60岁以上,女
C01838,王涛,13868735503,40,31-45岁,女
C01839,周明,13881886778,5,0-12岁,女
C01840,吴超,13860135512,25,19-30岁,女
C01841,李霞,13835156640,52,46-60岁,男
C01842,李军,13819925370,47,46-60岁,女
C01843,马秀英,13869695535,47,46-60岁,女
C01844,朱艳,13817341632,25,19-30岁,男
C01845,吴芳,13865914872,85,60岁以上,男
C01846,马涛,13895724082,51,46-60岁,女
C01847,吴强,13815444663,33,31-45岁,男
C01848,黄敏,13847733627,28,19-30岁,女
C01849,孙磊,13810964858,43,31-45岁,男
C01850,陈芳,13871521456,39,31-45岁,女
C01851,赵军,13893992937,5,0-12岁,女
C01852,杨娜,13861525299,31,31-45岁,男
C01853,赵敏,13889535784,43,31-45岁,男
C01854,马磊,13824612159,48,46-60岁,男
C01855,刘霞,13880288262,17,13-18岁,女
C01856,孙艳,13819527142,44,31-45岁,女
C01857,朱平,13834842854,14,13-18岁,女
C01858,徐娟,13842313597,23,19-30岁,男
C01859,王平,13816568743,37,31-45岁,女
C01860,王强,13878397312,28,19-30岁,女
C01861,朱强,13865594563,58,46-60岁,男
C01862,马芳,13858176041,14,13-18岁,男
C01863,周艳,13832734629,25,19-30岁,女
C01864,吴军,13826774094,36,31-45岁,女
C01865,周秀英,13856486729,52,46-60岁,男
C01866,王勇,13846837704,37,31-45岁,男
C01867,孙洋,13852182868,22,19-30岁,女
C01868,陈霞,13827288632,37,31-45岁,男
C01869,陈超,13871847010,40,31-45岁,女
C01870,胡敏,13845423775,24,19-30岁,女
C01871,王娟,13870349457,16,13-18岁,女
C01872,胡芳,13874764148,14,13-18岁,男
C01873,陈静,13845939606,35,31-45岁,女
C01874,孙静,13822844148,40,31-45岁,男
C01875,刘静,13873389733,61,60岁以上,女
C01876,孙勇,13884985522,72,60岁以上,男
C01877,朱磊,13813296851,50,46-60岁,女
C01878,马杰,13862665354,26,19-30岁,女
C01879,赵静,13857222388,38,31-45岁,女
C01880,周军,13842355576,43,31-45岁,男
C01881,徐娟,13845237131,10,0-12岁,男
C01882,黄涛,13859952501,59,46-60岁,女
C01883,李娜,13890091623,11,0-12岁,男
C01884,黄超,13820508385,23,19-30岁,男
C01885,孙军,13851144367,25,19-30岁,男
C01886,孙艳,13849516084,37,31-45岁,女
C01887,赵明,13837686302,33,31-45岁,男
C01888,杨霞,13822119967,23,19-30岁,男
C01889,张娜,13880413383,32,31-45岁,女
C01890,孙涛,13868764540,43,31-45岁,女
C01891,徐艳,13892152079,45,31-45岁,女
C01892,朱娜,13893703847,64,60岁以上,男
C01893,马秀英,13822126697,24,19-30岁,女
C01894,黄强,13814194659,33,31-45岁,女
C01895,黄强,13823406137,31,31-45岁,女
C01896,赵军,13815911526,16,13-18岁,男
C01897,杨洋,13837589720,47,46-60岁,女
C01898,杨秀英,13870379494,37,31-45岁,男
C01899,周静,13899889751,55,46-60岁,女
C01900,周明,13867944574,33,31-45岁,女
C01901,马勇,13816845233,59,46-60岁,男
C01902,胡芳,13890071227,47,46-60岁,女
C01903,张敏,13862052420,5,0-12岁,男
C01904,徐涛,13817687034,32,31-45岁,男
C01905,张敏,13823319168,37,31-45岁,男
C01906,胡丽,13892616558,44,31-45岁,女
C01907,赵涛,13850947167,24,19-30岁,男
C01908,张娟,13837933892,20,19-30岁,男
C01909,刘静,13811545962,35,31-45岁,男
C01910,胡洋,13850809050,5,0-12岁,男
C01911,王军,13828924424,8,0-12岁,女
C01912,李艳,13830157673,28,19-30岁,男
C01913,陈娜,13884123018,63,60岁以上,女
C01914,杨丽,13833145412,23,19-30岁,男
C01915,张杰,13877398902,8,0-12岁,男
C01916,徐洋,13821898156,5,0-12岁,男
C01917,孙磊,13865202741,75,60岁以上,男
C01918,黄娜,13863696644,18,13-18岁,男
C01919,孙敏,13849678423,58,46-60岁,女
C01920,张强,13842158825,32,31-45岁,男
C01921,赵娜,13886341233,52,46-60岁,男
C01922,王霞,13818898902,47,46-60岁,男
C01923,刘超,13886249326,25,19-30岁,女
C01924,徐涛,13872073538,15,13-18岁,女
C01925,张伟,13862298388,53,46-60岁,女
C01926,孙勇,13881713949,6,0-12岁,男
C01927,朱敏,13821155578,73,60岁以上,男
C01928,朱娟,13845733978,5,0-12岁,男
C01929,孙静,13859755925,6,0-12岁,男
C01930,赵娜,13890909051,18,13-18岁,女
C01931,刘杰,13829957030,52,46-60岁,男
C01932,李敏,13881459498,34,31-45岁,女
C01933,李勇,13812422884,32,31-45岁,男
C01934,杨洋,13877479494,64,60岁以上,女
C01935,王杰,13825501646,56,46-60岁,男
C01936,马静,13899041537,50,46-60岁,男
C01937,徐静,13875392374,31,31-45岁,男
C01938,李超,13882181080,18,13-18岁,男
C01939,周伟,13862617852,24,19-30岁,男
C01940,周丽,13890551901,43,31-45岁,男
C01941,赵艳,13814449655,29,19-30岁,男
C01942,孙强,13832875008,20,19-30岁,男
C01943,徐静,13852531493,16,13-18岁,女
C01944,胡娟,13824262793,29,19-30岁,女
C01945,周涛,13897419834,37,31-45岁,女
C01946,朱强,13812075190,23,19-30岁,女
C01947,李敏,13817555931,28,19-30岁,女
C01948,王敏,13851505060,48,46-60岁,女
C01949,周杰,13823168130,46,46-60岁,男
C01950,杨娟,13867892145,37,31-45岁,女
C01951,杨静,13886302461,49,46-60岁,男
C01952,刘军,13832681994,51,46-60岁,女
C01953,徐娜,13824173316,29,19-30岁,女
C01954,刘秀英,13872042287,8,0-12岁,女
C01955,周平,13899077922,13,13-18岁,男
C01956,孙平,13891047337,47,46-60岁,男
C01957,陈伟,13884165760,31,31-45岁,女
C01958,朱洋,13828977364,9,0-12岁,女
C01959,刘超,13850191815,31,31-45岁,女
C01960,周超,13882551922,19,19-30岁,男
C01961,刘杰,13837226355,51,46-60岁,女
C01962,陈芳,13835506319,43,31-45岁,男
C01963,马磊,13863537857,20,19-30岁,男
C01964,赵杰,13855117172,74,60岁以上,男
C01965,李磊,13892528238,20,19-30岁,女
C01966,赵平,13876099664,47,46-60岁,女
C01967,李超,13839701011,29,19-30岁,男
C01968,胡伟,13817614185,26,19-30岁,女
C01969,杨勇,13861546824,39,31-45岁,女
C01970,王杰,13825251760,26,19-30岁,男
C01971,朱霞,13846756957,44,31-45岁,男
C01972,黄艳,13852285181,39,31-45岁,女
C01973,吴丽,13838104092,10,0-12岁,女
C01974,马明,13882725673,48,46-60岁,女
C01975,马娜,13858572377,24,19-30岁,男
C01976,张霞,13860241793,5,0-12岁,男
C01977,李伟,13849374963,13,13-18岁,女
C01978,陈强,13899742116,17,13-18岁,女
C01979,张芳,13867456064,57,46-60岁,女
C01980,马杰,13869384397,23,19-30岁,男
C01981,吴洋,13822857474,72,60岁以上,男
C01982,徐超,13817702843,10,0-12岁,男
C01983,马娟,13848181331,26,19-30岁,男
C01984,黄杰,13878905931,40,31-45岁,女
C01985,李秀英,13894193881,33,31-45岁,女
C01986,吴平,13838653575,44,31-45岁,女
C01987,王军,13810655262,34,31-45岁,男
C01988,李洋,13895948989,28,19-30岁,女
C01989,李超,13854198960,50,46-60岁,男
C01990,胡强,13824379620,9,0-12岁,男
C01991,马静,13876295541,83,60岁以上,男
C01992,吴勇,13895339324,49,46-60岁,男
C01993,黄霞,13824346327,62,60岁以上,男
C01994,徐娜,13866923354,51,46-60岁,男
C01995,陈娟,13855497334,67,60岁以上,男
C01996,孙磊,13859267065,42,31-45岁,女
C01997,张磊,13856773218,25,19-30岁,女
C01998,李娟,13852762249,44,31-45岁,女
C01999,李涛,13822459245,39,31-45岁,男
C02000,周平,13814427976,37,31-45岁,女
